2025-04-12 22:19:13.821 [warning] Dir "/home/apoorvtripathi537/.pixi/envs" is not watchable (directory does not exist)
2025-04-12 22:19:13.965 [info] Python interpreter path: ./venv-translate/bin/python
2025-04-12 22:19:14.192 [info] > pyenv which python
2025-04-12 22:19:14.192 [info] cwd: .
2025-04-12 22:19:16.352 [info] Starting Jedi language server for apoorvtripathi537.
2025-04-12 22:28:52.465 [info] Discover tests for workspace name: apoorvtripathi537 - uri: /home/apoorvtripathi537/main.py
2025-04-12 22:28:54.710 [info] Discover tests for workspace name: apoorvtripathi537 - uri: /home/apoorvtripathi537/main.py
2025-04-12 22:28:55.374 [info] Discover tests for workspace name: apoorvtripathi537 - uri: /home/apoorvtripathi537/main.py
2025-04-12 22:28:55.955 [info] Discover tests for workspace name: apoorvtripathi537 - uri: /home/apoorvtripathi537/main.py
2025-04-12 22:29:04.753 [info] Discover tests for workspace name: apoorvtripathi537 - uri: /home/apoorvtripathi537/main.py
2025-04-12 22:29:05.696 [info] Discover tests for workspace name: apoorvtripathi537 - uri: /home/apoorvtripathi537/main.py
2025-04-12 22:29:06.333 [info] Discover tests for workspace name: apoorvtripathi537 - uri: /home/apoorvtripathi537/main.py
2025-04-12 22:31:07.169 [info] Discover tests for workspace name: apoorvtripathi537 - uri: /home/apoorvtripathi537/main.py
2025-04-12 22:31:09.746 [info] Discover tests for workspace name: apoorvtripathi537 - uri: /home/apoorvtripathi537/main.py
2025-04-12 22:31:11.475 [info] Discover tests for workspace name: apoorvtripathi537 - uri: /home/apoorvtripathi537/main.py
2025-04-12 22:31:16.063 [info] Discover tests for workspace name: apoorvtripathi537 - uri: /home/apoorvtripathi537/main.py
2025-04-12 22:31:45.700 [info] Discover tests for workspace name: apoorvtripathi537 - uri: /home/apoorvtripathi537/main.py
2025-04-12 22:31:47.044 [info] Discover tests for workspace name: apoorvtripathi537 - uri: /home/apoorvtripathi537/main.py
2025-04-12 22:31:51.877 [info] Discover tests for workspace name: apoorvtripathi537 - uri: /home/apoorvtripathi537/main.py
2025-04-12 22:31:52.458 [info] Discover tests for workspace name: apoorvtripathi537 - uri: /home/apoorvtripathi537/main.py
2025-04-12 22:33:01.278 [info] Discover tests for workspace name: apoorvtripathi537 - uri: /home/apoorvtripathi537/main.py
2025-04-12 22:33:02.737 [info] Discover tests for workspace name: apoorvtripathi537 - uri: /home/apoorvtripathi537/main.py
